decubitus ulcer,pain chest,3363
decubitus ulcer,shortness of breath,3363
decubitus ulcer,dizziness,3363
decubitus ulcer,asthenia,3363
decubitus ulcer,fall,3363
decubitus ulcer,syncope,3363
decubitus ulcer,vertigo,3363
decubitus ulcer,sweat,3363
decubitus ulcer,sweating increased,3363
decubitus ulcer,palpitation,3363
decubitus ulcer,nausea,3363
decubitus ulcer,angina pectoris,3363
decubitus ulcer,pressure chest,3363
decubitus ulcer,polyuria,1421
decubitus ulcer,polydypsia,1421
decubitus ulcer,shortness of breath,1421
decubitus ulcer,pain chest,1421
decubitus ulcer,asthenia,1421
decubitus ulcer,nausea,1421
decubitus ulcer,orthopnea,1421
decubitus ulcer,rale,1421
decubitus ulcer,sweat,1421
decubitus ulcer,sweating increased,1421
decubitus ulcer,unresponsiveness,1421
decubitus ulcer,mental status changes,1421
decubitus ulcer,vertigo,1421
decubitus ulcer,vomiting,1421
decubitus ulcer,labored breathing,1421
decubitus ulcer,feeling suicidal,1337
decubitus ulcer,suicidal,1337
decubitus ulcer,hallucinations auditory,1337
decubitus ulcer,feeling hopeless,1337
decubitus ulcer,weepiness,1337
decubitus ulcer,sleeplessness,1337
decubitus ulcer,motor retardation,1337
decubitus ulcer,irritable mood,1337
decubitus ulcer,blackout,1337
decubitus ulcer,mood depressed,1337
decubitus ulcer,hallucinations visual,1337
decubitus ulcer,worry,1337
decubitus ulcer,agitation,1337
decubitus ulcer,tremor,1337
decubitus ulcer,intoxication,1337
decubitus ulcer,verbal auditory hallucinations,1337
decubitus ulcer,energy increased,1337
decubitus ulcer,difficulty,1337
decubitus ulcer,nightmare,1337
decubitus ulcer,unable to concentrate,1337
decubitus ulcer,homelessness,1337
decubitus ulcer,feeling suicidal,1337
decubitus ulcer,suicidal,1337
decubitus ulcer,hallucinations auditory,1337
decubitus ulcer,feeling hopeless,1337
decubitus ulcer,weepiness,1337
decubitus ulcer,sleeplessness,1337
decubitus ulcer,motor retardation,1337
decubitus ulcer,irritable mood,1337
decubitus ulcer,blackout,1337
decubitus ulcer,mood depressed,1337
decubitus ulcer,hallucinations visual,1337
decubitus ulcer,worry,1337
decubitus ulcer,agitation,1337
decubitus ulcer,tremor,1337
decubitus ulcer,intoxication,1337
decubitus ulcer,verbal auditory hallucinations,1337
decubitus ulcer,energy increased,1337
decubitus ulcer,difficulty,1337
decubitus ulcer,nightmare,1337
decubitus ulcer,unable to concentrate,1337
decubitus ulcer,homelessness,1337
decubitus ulcer,pain chest,1284
decubitus ulcer,angina pectoris,1284
decubitus ulcer,shortness of breath,1284
decubitus ulcer,hypokinesia,1284
decubitus ulcer,sweat,1284
decubitus ulcer,sweating increased,1284
decubitus ulcer,pressure chest,1284
decubitus ulcer,dyspnea on exertion,1284
decubitus ulcer,orthopnea,1284
decubitus ulcer,chest tightness,1284
decubitus ulcer,pain chest,1284
decubitus ulcer,angina pectoris,1284
decubitus ulcer,shortness of breath,1284
decubitus ulcer,hypokinesia,1284
decubitus ulcer,sweat,1284
decubitus ulcer,sweating increased,1284
decubitus ulcer,pressure chest,1284
decubitus ulcer,dyspnea on exertion,1284
decubitus ulcer,orthopnea,1284
decubitus ulcer,chest tightness,1284
decubitus ulcer,cough,1029
decubitus ulcer,fever,1029
decubitus ulcer,decreased translucency,1029
decubitus ulcer,shortness of breath,1029
decubitus ulcer,rale,1029
decubitus ulcer,productive cough,1029
decubitus ulcer,pleuritic pain,1029
decubitus ulcer,yellow sputum,1029
decubitus ulcer,breath sounds decreased,1029
decubitus ulcer,chill,1029
decubitus ulcer,rhonchus,1029
decubitus ulcer,green sputum,1029
decubitus ulcer,non-productive cough,1029
decubitus ulcer,wheezing,1029
decubitus ulcer,haemoptysis,1029
decubitus ulcer,distress respiratory,1029
decubitus ulcer,tachypnea,1029
decubitus ulcer,malaise,1029
decubitus ulcer,night sweat,1029
decubitus ulcer,shortness of breath,963
decubitus ulcer,orthopnea,963
decubitus ulcer,jugular venous distention,963
decubitus ulcer,rale,963
decubitus ulcer,dyspnea,963
decubitus ulcer,cough,963
decubitus ulcer,wheezing,963
decubitus ulcer,dysarthria,885
decubitus ulcer,asthenia,885
decubitus ulcer,speech slurred,885
decubitus ulcer,facial paresis,885
decubitus ulcer,hemiplegia,885
decubitus ulcer,unresponsiveness,885
decubitus ulcer,seizure,885
decubitus ulcer,numbness,885
decubitus ulcer,wheezing,835
decubitus ulcer,cough,835
decubitus ulcer,shortness of breath,835
decubitus ulcer,chest tightness,835
decubitus ulcer,non-productive cough,835
decubitus ulcer,pleuritic pain,835
decubitus ulcer,productive cough,835
decubitus ulcer,symptom aggravating factors,835
decubitus ulcer,distress respiratory,835
decubitus ulcer,pain chest,759
decubitus ulcer,st segment elevation,759
decubitus ulcer,sweat,759
decubitus ulcer,sweating increased,759
decubitus ulcer,shortness of breath,759
decubitus ulcer,st segment depression,759
decubitus ulcer,hypokinesia,759
decubitus ulcer,angina pectoris,759
decubitus ulcer,pressure chest,759
decubitus ulcer,t wave inverted,759
decubitus ulcer,orthopnea,759
decubitus ulcer,rale,759
decubitus ulcer,chest tightness,759
decubitus ulcer,presence of q wave,759
decubitus ulcer,palpitation,759
decubitus ulcer,dyspnea,759
decubitus ulcer,chest discomfort,759
decubitus ulcer,bradycardia,759
decubitus ulcer,syncope,759
decubitus ulcer,pain,685
decubitus ulcer,pain chest,685
decubitus ulcer,sweat,685
decubitus ulcer,sweating increased,685
decubitus ulcer,nonsmoker,685
decubitus ulcer,pressure chest,685
decubitus ulcer,syncope,685
decubitus ulcer,numbness,685
decubitus ulcer,chest discomfort,685
decubitus ulcer,shortness of breath,685
decubitus ulcer,st segment depression,685
decubitus ulcer,worry,685
decubitus ulcer,t wave inverted,685
decubitus ulcer,bradycardia,685
decubitus ulcer,dyspnea,685
decubitus ulcer,fever,630
decubitus ulcer,erythema,630
decubitus ulcer,decreased translucency,630
decubitus ulcer,hepatosplenomegaly,630
decubitus ulcer,chill,630
decubitus ulcer,pruritus,630
decubitus ulcer,diarrhea,630
decubitus ulcer,abscess bacterial,630
decubitus ulcer,swelling,630
decubitus ulcer,pain,630
decubitus ulcer,apyrexial,630
decubitus ulcer,cough,630
decubitus ulcer,fever,597
decubitus ulcer,dysuria,597
decubitus ulcer,hematuria,597
decubitus ulcer,renal angle tenderness,597
decubitus ulcer,lethargy,597
decubitus ulcer,asthenia,597
decubitus ulcer,hyponatremia,597
decubitus ulcer,hemodynamically stable,597
decubitus ulcer,distress respiratory,597
decubitus ulcer,difficulty passing urine,597
decubitus ulcer,mental status changes,597
decubitus ulcer,consciousness clear,597
decubitus ulcer,chill,544
decubitus ulcer,guaiac positive,544
decubitus ulcer,monoclonal,544
decubitus ulcer,ecchymosis,544
decubitus ulcer,tumor cell invasion,544
decubitus ulcer,haemorrhage,544
decubitus ulcer,pallor,544
decubitus ulcer,asthenia,544
decubitus ulcer,fatigue,544
decubitus ulcer,heme positive,544
decubitus ulcer,pain back,544
decubitus ulcer,orthostasis,544
decubitus ulcer,hyponatremia,544
decubitus ulcer,dizziness,544
decubitus ulcer,shortness of breath,544
decubitus ulcer,pain,544
decubitus ulcer,rhonchus,544
decubitus ulcer,arthralgia,544
decubitus ulcer,swelling,544
decubitus ulcer,transaminitis,544
decubitus ulcer,shortness of breath,524
decubitus ulcer,wheezing,524
decubitus ulcer,cough,524
decubitus ulcer,dyspnea,524
decubitus ulcer,distress respiratory,524
decubitus ulcer,sputum purulent,524
decubitus ulcer,hypoxemia,524
decubitus ulcer,hypercapnia,524
decubitus ulcer,patient non compliance,524
decubitus ulcer,chest tightness,524
decubitus ulcer,fever,504
decubitus ulcer,fall,504
decubitus ulcer,unresponsiveness,504
decubitus ulcer,lethargy,504
decubitus ulcer,agitation,504
decubitus ulcer,ecchymosis,504
decubitus ulcer,syncope,504
decubitus ulcer,rale,504
decubitus ulcer,unconscious state,504
decubitus ulcer,cough,504
decubitus ulcer,bedridden,504
decubitus ulcer,bedridden,504
decubitus ulcer,pain,504
decubitus ulcer,facial paresis,504
decubitus ulcer,abdominal tenderness,504
decubitus ulcer,rhonchus,504
decubitus ulcer,unsteady gait,504
decubitus ulcer,hallucinations auditory,504
decubitus ulcer,shortness of breath,445
decubitus ulcer,hyperkalemia,445
decubitus ulcer,orthopnea,445
decubitus ulcer,rale,445
decubitus ulcer,urgency of micturition,445
decubitus ulcer,ascites,445
decubitus ulcer,guaiac positive,445
decubitus ulcer,asthenia,445
decubitus ulcer,apyrexial,445
decubitus ulcer,mental status changes,445
decubitus ulcer,dyspnea,445
decubitus ulcer,difficulty,445
decubitus ulcer,diarrhea,445
decubitus ulcer,hypotension,445
decubitus ulcer,breath sounds decreased,445
decubitus ulcer,swelling,445
decubitus ulcer,hypokinesia,445
decubitus ulcer,seizure,408
decubitus ulcer,enuresis,408
decubitus ulcer,lethargy,408
decubitus ulcer,speech slurred,408
decubitus ulcer,fall,408
decubitus ulcer,consciousness clear,408
decubitus ulcer,mental status changes,408
decubitus ulcer,asterixis,408
decubitus ulcer,unconscious state,408
decubitus ulcer,agitation,408
decubitus ulcer,muscle twitch,408
decubitus ulcer,asthenia,408
decubitus ulcer,sleepy,408
decubitus ulcer,dizziness,408
decubitus ulcer,headache,408
decubitus ulcer,dysarthria,408
decubitus ulcer,lightheadedness,408
decubitus ulcer,tremor,408
decubitus ulcer,hyponatremia,408
decubitus ulcer,unresponsiveness,408
decubitus ulcer,pain,405
decubitus ulcer,food intolerance,405
decubitus ulcer,numbness of hand,405
decubitus ulcer,general discomfort,405
decubitus ulcer,drowsiness,405
decubitus ulcer,asthenia,405
decubitus ulcer,nonsmoker,405
decubitus ulcer,non-productive cough,405
decubitus ulcer,polydypsia,405
decubitus ulcer,stiffness,405
decubitus ulcer,unsteady gait,405
decubitus ulcer,shortness of breath,398
decubitus ulcer,prostatism,398
decubitus ulcer,drowsiness,398
decubitus ulcer,sleepy,398
decubitus ulcer,hyponatremia,398
decubitus ulcer,fall,398
decubitus ulcer,unsteady gait,398
decubitus ulcer,polyuria,398
decubitus ulcer,hypotension,398
decubitus ulcer,difficulty,398
decubitus ulcer,syncope,398
decubitus ulcer,nightmare,398
decubitus ulcer,speech slurred,398
decubitus ulcer,weight gain,398
decubitus ulcer,asthenia,398
decubitus ulcer,fatigue,398
decubitus ulcer,tired,398
decubitus ulcer,agitation,398
decubitus ulcer,mental status changes,398
decubitus ulcer,motor retardation,398
decubitus ulcer,vomiting,398
decubitus ulcer,numbness,398
decubitus ulcer,mass of body structure,398
decubitus ulcer,worry,390
decubitus ulcer,feeling suicidal,390
decubitus ulcer,suicidal,390
decubitus ulcer,sleeplessness,390
decubitus ulcer,feeling hopeless,390
decubitus ulcer,irritable mood,390
decubitus ulcer,tremor,390
decubitus ulcer,blackout,390
decubitus ulcer,weepiness,390
decubitus ulcer,has religious belief,390
decubitus ulcer,nervousness,390
